application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url
INT-10731,Sidra Jatoi,sidra.jatoi731@yahoo.com,03129958571,31,Male,Lahore,Punjab,BS Data Science,Mehran University,2.9,"Tableau, Pandas, Data Visualization, Power BI, Python, Statistics",9,Data Analytics,Internee.pk,16000,2025-04-29 08:55:00,https://www.linkedin.com/in/sidra-jatoi731
INT-10278,Sidra Ansari,sidra.ansari278@yahoo.com,03430736607,27,Male,Quetta,Balochistan,BS Statistics,Shah Abdul Latif University,3.12,"Communication, Machine Learning, HTML/CSS, Data Visualization, Excel",18,Finance,LinkedIn,23000,2025-03-23 11:49:00,https://www.linkedin.com/in/sidra-ansari278
INT-10635,Ali Mirza,ali.mirza635@gmail.com,03485536563,22,Prefer not to say,Larkana,Sindh,BS Software Engineering,Shah Abdul Latif University,3.24,,4,Data Analytics,Internee.pk,24000,2025-04-08 10:38:00,https://www.linkedin.com/in/ali-mirza635
INT-10830,Rida Baloch,rida.baloch830@yahoo.com,03023717876,25,Male,Hyderabad,Sindh,BS Software Engineering,Shah Abdul Latif University,3.79,"Excel, Pandas",15,Data Analytics,Direct,31000,2025-03-18 18:35:00,https://www.linkedin.com/in/rida-baloch830
INT-10737,Nimra Baloch,nimra.baloch737@yahoo.com,03439081181,21,Female,Nawabshah,Sindh,BS Information Technology,Shah Abdul Latif University,2.9,"Git, HTML/CSS, Pandas, Tableau, Communication",5,Product,LinkedIn,48000,2025-03-26 14:35:00,https://www.linkedin.com/in/nimra-baloch737
INT-10094,Zain Ali,zain.ali94@yahoo.com,03367334182,24,Male,khairpur,Sindh,BS Information Technology,COMSATS University,3.28,"Python, Data Visualization, Statistics, HTML/CSS, Power BI",26,Business Intelligence,Referral,20000,2025-04-29 06:28:00,
INT-10027,laiba ansari,laiba.ansari27@yahoo.com,03051648194,27,Female,Peshawar,Khyber Pakhtunkhwa,bs computer science,LUMS,2.92,"Tableau, Power BI, Machine Learning",5,Software Development,Indeed,21000,2025-04-10 21:38:00,https://www.linkedin.com/in/laiba-ansari27
INT-10720,Noor Shah,noor.shah720@outlook.com,03263907126,22,Male,Khairpur,Sindh,BBA,COMSATS University,3.16,"Excel, Machine Learning, Pandas",15,Business Intelligence,Indeed,40000,2025-04-15 02:57:00,https://www.linkedin.com/in/noor-shah720
INT-10210,Yasir Chandio,YASIR.CHANDIO210@OUTLOOK.COM,03424427507,24,Female,Faisalabad,Punjab,BS Computer Science,Mehran University,2.98,"Statistics, Pandas, HTML/CSS, Machine Learning, SQL",3,Human Resources,Indeed,30000,2025-03-18 09:16:00,https://www.linkedin.com/in/yasir-chandio210
INT-10829,Ali Memon,ali.memon829@icloud.com,+92 317 621 7237,29,Male,Faisalabad,Punjab,BS Information Technology,,2.65,"Power BI, Pandas, Python, Statistics, Git, Data Visualization",17,Data Analytics,LinkedIn,43000,2025-03-04 08:21:00,https://www.linkedin.com/in/ali-memon829
INT-10770,NIMRA RAJPUT,nimra.rajput770@gmail.com,03129994723,25,Male,Khairpur,Sindh,BBA,Bahria University,3.7,"Statistics, SQL, Python, Excel, Machine Learning",6,Marketing,Internee.pk,42000,2025-03-12 14:48:00,https://www.linkedin.com/in/nimra-rajput770
INT-10422,Bilal Siddiqui,bilal.siddiqui422@yahoo.com,03185768367,26,Male,Hyderabad,Sindh,BS Statistics,University of Sindh,3.46,"Excel, Communication, Tableau, Machine Learning",5,Data Analytics,Direct,19000,2025-03-13 01:09:00,https://www.linkedin.com/in/bilal-siddiqui422
INT-10486,Hussain Syed,hussain.syed486@yahoo.com,,25,Male,Larkana,Sindh,BS Information Technology,University of Karachi,,"SQL, Data Visualization, Python",49,Software Development,Referral,28000,2025-04-16 07:56:00,
INT-10192,Mariam Mirza,mariam.mirza192@yahoo.com,03425507584,24,Female,Islamabad,Islamabad Capital Territory,BS Computer Science,FAST NUCES,3.81,"Statistics, HTML/CSS, Communication, Pandas",23,Product,University Portal,30000,2025-03-29 20:59:00,https://www.linkedin.com/in/mariam-mirza192
INT-10394,Hamza Syed,hamza.syed394@outlook.com,03448376134,26,Male,Larkana,Sindh,BS Information Technology,IBA Karachi,3.48,"Statistics, Data Visualization",4,Human Resources,Indeed,18000,2025-03-05 01:53:00,https://www.linkedin.com/in/hamza-syed394
INT-10113,Laiba Rajput,laiba.rajput113@gmail.com,03416622099,30,Male,Sukkur,Sindh,BS Statistics,Mehran University,2.96,"Excel, Communication",10,Data Analytics,Indeed,23000,2025-04-20 06:10:00,https://www.linkedin.com/in/laiba-rajput113
INT-10151,  Ahsan Rajput ,ahsan.rajput151@yahoo.com,03149976126,22,Female,Abbottabad,Khyber Pakhtunkhwa,BS Software Engineering,Bahria University,3.37,"Tableau, Excel, HTML/CSS, SQL, Power BI",4,Data Analytics,Indeed,38000,2025-03-21 23:24:00,https://www.linkedin.com/in/ahsan-rajput151
INT-10467,Saad Syed,saad.syed467@gmail.com,03278227896,18,Male,Islamabad,Islamabad Capital Territory,BSDS,University of Karachi,3.12,"SQL, Data Visualization, Communication",8,Product,Indeed,41000,2025-04-27 23:33:00,https://www.linkedin.com/in/saad-syed467
INT-20030,mahnoor siddiqui,MAHNOOR.SIDDIQUI10@YAHOO.COM,03382101422,28,Female,Peshawar,Khyber Pakhtunkhwa,BS Data Science,COMSATS University,3.25,"Git, Pandas, Machine Learning, Communication",8,Business Intelligence,Internee.pk,37000,2025-03-17 10:09:00,https://www.linkedin.com/in/mahnoor-siddiqui10
INT-10656,Ahsan Siddiqui,ahsan.siddiqui656@outlook.com,03151678047,18,Female,Khairpur,Sindh,BS Data Science,FAST NUCES,2.73,"Git, Machine Learning, Communication, SQL, Pandas, Excel",6,Data Analytics,Direct,25000,2025-04-08 18:37:00,https://www.linkedin.com/in/ahsan-siddiqui656
INT-20038,ahsan siddiqui,AHSAN.SIDDIQUI370@YAHOO.COM,03034433370,23,Male,Gujranwala,Punjab,BS Information Technology,IBA Karachi,2.58,"Data Visualization, Statistics, Power BI, Communication, HTML/CSS",16,Business Intelligence,Referral,42000,2025-04-16 14:00:00,https://www.linkedin.com/in/ahsan-siddiqui370
INT-10598,Eman Rind,eman.rind598@gmail.com,03362325708,25,Female,Sukkur,Sindh,BS Computer Science,Punjab University,3.02,"Data Visualization, SQL, Excel, Tableau, Machine Learning",9,Business Intelligence,Direct,34000,2025-04-26 18:54:00,https://www.linkedin.com/in/eman-rind598
INT-20015,mahnoor malik,MAHNOOR.MALIK477@OUTLOOK.COM,,23,Male,Karachi,Sindh,BS Data Science,Mehran University,3.14,"Communication, Excel, SQL, Git, HTML/CSS, Power BI",21,Product,Indeed,37000,2025-03-18 04:30:00,https://www.linkedin.com/in/mahnoor-malik477
INT-10765,  Zain Baloch ,zain.baloch765@gmail.com,03168499786,18,Male,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,University of Karachi,2.51,"Excel, Data Visualization, Pandas, Tableau, SQL, HTML/CSS",4,Data Analytics,Referral,10000,2025-04-16 22:35:00,https://www.linkedin.com/in/zain-baloch765
INT-10005,Sajid Rind, sajid.rind5@outlook.com ,03125959629,22,Male,Larkana,Sindh,BS Computer Science,FAST NUCES,3.19,"Excel, SQL, Data Visualization, HTML/CSS, Tableau",4,Data Analytics,LinkedIn,49000,2025-04-05 02:15:00,https://www.linkedin.com/in/sajid-rind5
INT-10214,  Sana Ali , sana.ali214@outlook.com ,03351800649,25,Male,Islamabad,Islamabad Capital Territory,BBA,COMSATS University,2.95,"Excel, Statistics",21,Data Analytics,University Portal,26000,2025-04-05 14:08:00,https://www.linkedin.com/in/sana-ali214
INT-10799,Saad Shah,SAAD.SHAH799@YAHOO.COM,03420776202,25,Male,Multan,Punjab,BS Statistics,Shah Abdul Latif University,3.75,"Pandas, HTML/CSS, Python, Git, Machine Learning",12,Software Development,Indeed,23000,2025-03-25 13:48:00,https://www.linkedin.com/in/saad-shah799
INT-10154,Sidra Khan,sidra.khan154@yahoo.com,03396392533,23,Female,Khairpur,Sindh,BBA,Shah Abdul Latif University,3.34,"Tableau, Pandas",12,Marketing,Referral,38000,2025-04-15 01:22:00,https://www.linkedin.com/in/sidra-khan154
INT-10642,Zain Memon,zain.memon642@icloud.com,03390332478,21,Male,Hyderabad,Sindh,BS Economics,FAST NUCES,2.65,"Communication, Excel",3,Data Analytics,Indeed,12000,2025-03-30 00:49:00,https://www.linkedin.com/in/zain-memon642
INT-10534,Farhan Ali,farhan.ali534@outlook.com,03457327003,21,Female,Abbottabad,Khyber Pakhtunkhwa,BS Economics,Shah Abdul Latif University,2.59,"Communication, Machine Learning, Excel, HTML/CSS",29,Data Analytics,Indeed,22000,2025-03-04 02:31:00,https://www.linkedin.com/in/farhan-ali534
INT-10038,Areeba Malik,areeba.malik38@outlook.com,03448779786,21,Female,Karachi,Sindh,BS Computer Science,FAST NUCES,3.22,Data Visualization; Pandas,4,Business Intelligence,University Portal,14000,2025-03-12 00:02:00,https://www.linkedin.com/in/areeba-malik38
INT-10415,Eman Chandio,eman.chandio415@icloud.com,03488990154,34,Female,Abbottabad,Khyber Pakhtunkhwa,BS Statistics,NED University,3.18,"Statistics, Communication, Python, Power BI, Excel",9,Business Intelligence,Indeed,34000,2025-03-16 00:13:00,https://www.linkedin.com/in/eman-chandio415
INT-10312,Hamza Ali,hamza.ali312@gmail.com,0318 0869308,27,Female,Karachi,Sindh,BS Computer Science,Bahria University,3.46,"Data Visualization, Git, Machine Learning",10,Human Resources,LinkedIn,45000,2025-03-26 00:42:00,https://www.linkedin.com/in/hamza-ali312
INT-10039,Laiba Mirza,laiba.mirza39@icloud.com,03221548228,22,Prefer not to say,Khairpur,Sindh,BS Information Technology,University of Sindh,2.83,Tableau; Power BI; Statistics,4,Data Analytics,Indeed,28000,2025-03-23 12:28:00,https://www.linkedin.com/in/laiba-mirza39
INT-10052,Farhan Malik,farhan.malik52@gmail.com,03268860634,24,Female,Khairpur,Sindh,BS Economics,Bahria University,2.95,"Excel, Git",17,Data Analytics,University Portal,38000,2025-03-25 14:53:00,
INT-10517,Eman Mirza,eman.mirza517@gmail.com,03169467373,24,Male,Mardan,Khyber Pakhtunkhwa,BSSE,COMSATS University,2.91,"HTML/CSS, Power BI, Pandas, Data Visualization",3,Business Intelligence,University Portal,29000,2025-04-16 08:43:00,https://www.linkedin.com/in/eman-mirza517
INT-10811,Sajid Bhatti,sajid.bhatti811@yahoo.com,03160803844,19,Male,Khairpur,Sindh,BS Information Technology,LUMS,3.41,"Python, Machine Learning, Statistics, Pandas",17,Software Development,University Portal,53000,2025-03-21 07:44:00,https://www.linkedin.com/in/sajid-bhatti811
INT-10330,Shayan Shah,shayan.shah330@gmail.com,+92 348 488 3574,29,Female,Quetta,Balochistan,BS Computer Science,IBA Karachi,3.12,"HTML/CSS, Communication, Power BI, Machine Learning, Python",19,Data Analytics,Indeed,31000,2025-03-08 04:44:00,https://www.linkedin.com/in/shayan-shah330
INT-10204,Hira Memon,hira.memon204@outlook.com,03005655881,24,Male,Faisalabad,Punjab,BBA,University of Karachi,2.59,,5,Product,Indeed,33000,2025-04-27 07:49:00,https://www.linkedin.com/in/hira-memon204
INT-10692,Hussain Mirza,hussain.mirza692@gmail.com,03351311658,25,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,University of Sindh,2.6,"Git, Machine Learning, HTML/CSS, Tableau, Communication",17,Marketing,Direct,43000,2025-03-16 20:50:00,https://www.linkedin.com/in/hussain-mirza692
INT-10793,MUHAMMAD KHAN,muhammad.khan793@outlook.com,0338-524 8565,23,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,University of Sindh,3.1,"Python, HTML/CSS, Statistics",12,Marketing,Direct,22000,2025-04-07 23:05:00,https://www.linkedin.com/in/muhammad-khan793
INT-20001,ali chandio,ALI.CHANDIO59@ICLOUD.COM,03130204444,27,Female,Multan,Punjab,BS Software Engineering,Shah Abdul Latif University,3.43,"Data Visualization, Python, HTML/CSS, Git, Pandas",10,Data Analytics,Internee.pk,33000,2025-04-16 03:41:00,
INT-10823,Yasir Jatoi,yasir.jatoi823@gmail.com,03201222803,26,Male,Larkana,Sindh,BBA,University of Sindh,3.9,"Statistics, Tableau, Data Visualization, Git, Communication, HTML/CSS",16,Product,Referral,28000,2025-04-07 15:30:00,https://www.linkedin.com/in/yasir-jatoi823
INT-10839,Zain Shah,zain.shah839@outlook.com,03414311973,20,Prefer not to say,Faisalabad,Punjab,BS Software Engineering,NED University,2.65,"Data Visualization, Excel, Statistics",2,Software Development,Referral,37000,2025-04-14 23:24:00,https://www.linkedin.com/in/zain-shah839
INT-10650,Iqra Rajput,iqra.rajput650@icloud.com,03134003114,22,Female,Larkana,Sindh,BS Statistics,COMSATS University,3.09,"Machine Learning, Python, Communication, HTML/CSS",9,Data Analytics,Internee.pk,10000,2025-04-28 06:44:00,https://www.linkedin.com/in/iqra-rajput650
INT-10846,Iqra Soomro,iqra.soomro846@outlook.com,03355903200,24,Male,Sukkur,Sindh,BBA,University of Karachi,3.44,"HTML/CSS, Python",10,Human Resources,University Portal,35000,2025-04-28 20:25:00,https://www.linkedin.com/in/iqra-soomro846
INT-10276,Fatima Abbasi,fatima.abbasi276@yahoo.com,03345519960,28,Female,Mardan,Khyber Pakhtunkhwa,BS Information Technology,IBA Karachi,3.36,"Data Visualization, SQL",4,Software Development,Referral,28000,2025-03-16 06:16:00,https://www.linkedin.com/in/fatima-abbasi276
INT-10110,Noor Bhatti,noor.bhatti110@outlook.com,03331733842,21,Female,Multan,Punjab,BS Information Technology,Mehran University,5.2,"Python, Machine Learning, Data Visualization, Statistics, Excel, Pandas",3,Business Intelligence,Internee.pk,21000,2025-04-13 11:59:00,https://www.linkedin.com/in/noor-bhatti110
INT-10287,Talha Shah,talha.shah287@icloud.com,03132770107,29,Female,Faisalabad,Punjab,BBA,Shah Abdul Latif University,3.1,"HTML/CSS, Data Visualization, Python, Excel, Tableau, SQL",4,Data Analytics,University Portal,17000,2025-04-20 05:20:00,https://www.linkedin.com/in/talha-shah287
INT-10580,Usman Ali,usman.ali580@gmail.com,03307809106,24,Male,Mardan,Khyber Pakhtunkhwa,BS Software Engineering,Punjab University,3.25,"Tableau, Python, Power BI, Communication, Pandas",6,Human Resources,University Portal,40000,2025-04-11 23:34:00,https://www.linkedin.com/in/usman-ali580
INT-10800,Saad Ahmed,saad.ahmed800@outlook.com,03379051243,23,Female,Karachi,Sindh,BBA,FAST NUCES,2.95,"Data Visualization, SQL",28,Data Analytics,LinkedIn,24000,2025-04-23 16:34:00,https://www.linkedin.com/in/saad-ahmed800
INT-10454,  Ahsan Jatoi ,ahsan.jatoi454@yahoo.com,03009042554,28,Male,Sukkur,Sindh,BS Data Science,IBA Karachi,3.15,"Machine Learning, Communication, Power BI",3,Data Analytics,University Portal,24000,2025-04-21 05:10:00,https://www.linkedin.com/in/ahsan-jatoi454
INT-10369,Sidra Memon,sidra.memon369@yahoo.com,03169041842,30,Male,Larkana,Sindh,BBA,COMSATS University,2.94,"HTML/CSS, Python, Tableau, Power BI, Pandas, Machine Learning",15,Finance,Direct,21000,2025-04-13 01:03:00,https://www.linkedin.com/in/sidra-memon369
INT-20027,laiba rajput,LAIBA.RAJPUT706@GMAIL.COM,03012535037,27,Male,Sukkur,Sindh,BS Computer Science,NED University,3.26,"Data Visualization, Machine Learning, Excel",2,Marketing,LinkedIn,35000,2025-03-05 02:10:00,https://www.linkedin.com/in/laiba-rajput706
INT-10310,Danish Bhatti,danish.bhatti310@icloud.com,03288541894,24,Male,Hyderabad,Sindh,BS Computer Science,COMSATS University,2.72,"Excel, Pandas, Git",7,Data Analytics,LinkedIn,65000,2025-04-21 07:46:00,https://www.linkedin.com/in/danish-bhatti310
INT-10429,Usman Memon,usman.memon429@icloud.com,03363978910,22,Female,Lahore,Punjab,BS Software Engineering,Punjab University,3.13,"Communication, Pandas, Data Visualization",2,Business Intelligence,Indeed,36000,2025-03-13 09:41:00,https://www.linkedin.com/in/usman-memon429
INT-10016,Fatima Ansari,fatima.ansari16@yahoo.com,03487300492,25,Female,Gujranwala,Punjab,BS Statistics,University of Sindh,2.87,"Pandas, Statistics, Data Visualization, HTML/CSS",1,Product,LinkedIn,16000,2025-04-11 17:18:00,https://www.linkedin.com/in/fatima-ansari16
INT-10472,Ahsan Baloch, ahsan.baloch472@outlook.com ,03483920429,19,Female,Karachi,Sindh,BS Information Technology,Mehran University,3.06,"Excel, Machine Learning, Statistics, Communication, Git",0,Business Intelligence,LinkedIn,18000,2025-03-17 10:57:00,https://www.linkedin.com/in/ahsan-baloch472
INT-10361,  Sajid Memon ,sajid.memon361@icloud.com,03440322468,25,Male,Lahore,Punjab,BS Economics,NED University,2.27,"Communication, Excel, Statistics, Power BI",4,Data Analytics,LinkedIn,21000,2025-03-08 20:52:00,https://www.linkedin.com/in/sajid-memon361
INT-10749,Mariam Mirza,mariam.mirza749@gmail.com,03341673036,22,Male,Multan,Punjab,BS Data Science,NUST,2.74,Communication; Pandas; Git; machine learning; Excel,10,Marketing,University Portal,39000,2025-04-03 11:59:00,https://www.linkedin.com/in/mariam-mirza749
INT-10757,Hira Abbasi,hira.abbasi757@outlook.com,,25,Male,Nawabshah,Sindh,BS Economics,LUMS,2.76,"Power BI, HTML/CSS, Excel, Communication",11,business intelligence,Referral,32000,2025-03-19 07:57:00,https://www.linkedin.com/in/hira-abbasi757
INT-10622,Sana Shah,sana.shah622@icloud.com,03092845056,30,Male,Faisalabad,Punjab,BS Information Technology,Punjab University,3.22,"Machine Learning, Statistics, SQL, Python, Tableau",14,Product,University Portal,44000,2025-03-01 17:15:00,
INT-10514,Talha Mirza,talha.mirza514@outlook.com,03426151425,24,Male,Peshawar,Khyber Pakhtunkhwa,BS Data Science,LUMS,3.02,"Tableau, Machine Learning, Git, Excel, HTML/CSS",3,Data Analytics,University Portal,24000,2025-04-18 15:08:00,https://www.linkedin.com/in/talha-mirza514
INT-10004,Usman Memon,usman.memon4@icloud.com,+92 325 270 8888,25,Female,karachi,Sindh,BSCS,University of Karachi,2.96,Excel / Data Visualization,7,Data Analytics,LinkedIn,31000,2025-04-18 11:34:00,https://www.linkedin.com/in/usman-memon4
INT-10347,Mariam Khan,mariam.khan347@yahoo.com,0307 9355830,27,Male,Peshawar,Khyber Pakhtunkhwa,BS Statistics,LUMS,3.05,"Excel, Git, Tableau, Communication, Python",12,Marketing,Referral,500000,2025-03-31 07:11:00,https://www.linkedin.com/in/mariam-khan347
INT-10754,  Shayan Abbasi ,shayan.abbasi754@yahoo.com,03060796551,29,Female,Rawalpindi ,Punjab,BS Economics,NED University,2.47,"Data Visualization, Excel, HTML/CSS, Git, Machine Learning",6,Software Development,LinkedIn,32000,2025-04-25 14:20:00,https://www.linkedin.com/in/shayan-abbasi754
INT-10483,Fatima Baloch, fatima.baloch483@outlook.com ,03086977622,22,Female,Gujranwala,Punjab,BSDS,Shah Abdul Latif University,2.57,Data Visualization | Pandas | Tableau | excel | SQL | Statistics,12,software development,Direct,40000,2025-04-05 09:08:00,https://www.linkedin.com/in/fatima-baloch483
INT-10465,Talha Jatoi,talha.jatoi465@outlook.com,03145881681,22,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,IBA Karachi,2.89,"SQL, Excel, Statistics, Data Visualization, HTML/CSS, Machine Learning",19,Human Resources,Referral,36000,2025-03-14 00:10:00,https://www.linkedin.com/in/talha-jatoi465
INT-10734,Eman Syed,eman.syed734@yahoo.com,03162675606,22,Male,Sukkur,Sindh,BS Computer Science,University of Karachi,2.36,"HTML/CSS, Power BI, Git, Excel, SQL",4,Business Intelligence,Internee.pk,37000,2025-03-30 07:05:00,https://www.linkedin.com/in/eman-syed734
INT-10354,  Nimra Bhatti ,nimra.bhatti354@icloud.com,03126889500,24,Male,Nawabshah,Sindh,BS Information Technology,University of Karachi,2.77,,180,Product,LinkedIn,36000,2025-03-02 05:46:00,https://www.linkedin.com/in/nimra-bhatti354
INT-10427,Bilal Rajput,bilal.rajput427@yahoo.com,03146172137,25,Male,Nawabshah,Sindh,BS Computer Science,NUST,2.89,"Machine Learning, SQL, Data Visualization, Statistics, Git, Python",18,Data Analytics,LinkedIn,47000,2025-04-03 08:11:00,https://www.linkedin.com/in/bilal-rajput427
