application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url,skill_count,experience_years
INT-10592,Zara Chandio,zara.chandio592@icloud.com,03460127924,19,Male,Faisalabad,Punjab,BBA,Mehran University,3.46,"Power BI, Machine Learning, Git, Statistics, Html, Css, Data Visualization",5,Software Development,LinkedIn,17000,2025-03-24 06:25:00,https://www.linkedin.com/in/zara-chandio592,7,0.4
INT-10256,Saad Syed,saad.syed256@outlook.com,03106993749,28,Male,Islamabad,Islamabad Capital Territory,BS Statistics,Punjab University,3.29,"Power BI, Git",1,Data Analytics,University Portal,26000,2025-04-17 12:06:00,https://www.linkedin.com/in/saad-syed256,2,0.1
INT-10479,Eman Ansari,eman.ansari479@outlook.com,03048206298,22,Male,Gujranwala,Punjab,BS Computer Science,University of Sindh,3.19,"Data Visualization, SQL, Git, Excel, Machine Learning, Python",11,Marketing,LinkedIn,23000,2025-03-16 20:43:00,https://www.linkedin.com/in/eman-ansari479,6,0.9
INT-10568,Yasir Ansari,yasir.ansari568@yahoo.com,03382435288,24,Female,Faisalabad,Punjab,BS Information Technology,Mehran University,2.58,"Statistics, Power BI, Html, Css",9,Business Intelligence,Indeed,36000,2025-03-07 14:41:00,https://www.linkedin.com/in/yasir-ansari568,4,0.8
INT-10419,Rida Chandio,rida.chandio419@gmail.com,03486814964,28,Female,Faisalabad,Punjab,BS Computer Science,LUMS,2.96,"Machine Learning, Excel, SQL, Html, Css",7,Marketing,LinkedIn,20000,2025-03-06 15:35:00,https://www.linkedin.com/in/rida-chandio419,5,0.6
INT-10291,Hira Baloch,hira.baloch291@yahoo.com,03062619568,18,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,3.73,"Python, Html, Css, SQL, Excel, Machine Learning",8,Data Analytics,Internee.pk,31000,2025-03-21 14:44:00,https://www.linkedin.com/in/hira-baloch291,6,0.7
INT-10218,Talha Rajput,talha.rajput218@outlook.com,Not Provided,24,Female,Nawabshah,Sindh,BS Software Engineering,Bahria University,3.22,"Excel, Data Visualization",15,Software Development,Direct,43000,2025-04-13 19:59:00,https://www.linkedin.com/in/talha-rajput218,2,1.2
INT-10541,Hamza Rajput,hamza.rajput541@icloud.com,03182948685,24,Male,Karachi,Sindh,BS Information Technology,Not Provided,3.35,"Data Visualization, Html, Css, Git, SQL, Statistics",12,Software Development,Indeed,39000,2025-03-19 23:28:00,https://www.linkedin.com/in/hamza-rajput541,6,1.0
INT-10412,Bilal Ansari,bilal.ansari412@gmail.com,03478145405,27,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,FAST NUCES,3.38,"Python, Git, Statistics, Excel, Html, Css",1,Software Development,University Portal,45000,2025-03-04 09:15:00,https://www.linkedin.com/in/bilal-ansari412,6,0.1
INT-10362,Hamza Soomro,hamza.soomro362@yahoo.com,Not Provided,24,Male,Faisalabad,Punjab,BS Information Technology,University of Sindh,2.64,"Tableau, Pandas, Git, SQL, Statistics, Data Visualization",7,Data Analytics,Internee.pk,17000,2025-04-30 05:11:00,https://www.linkedin.com/in/hamza-soomro362,6,0.6
INT-10437,Zain Mirza,zain.mirza437@outlook.com,03282550128,28,Female,Hyderabad,Sindh,BS Economics,University of Sindh,2.28,"Communication, Python, Pandas, Tableau, Statistics, Power BI",11,Finance,Internee.pk,32000,2025-04-14 17:41:00,https://www.linkedin.com/in/zain-mirza437,6,0.9
INT-10613,Rida Abbasi,rida.abbasi613@outlook.com,03449564093,25,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,FAST NUCES,2.66,"Communication, Data Visualization, Statistics, Tableau, Power BI, Pandas",1,Marketing,LinkedIn,19000,2025-03-26 06:31:00,https://www.linkedin.com/in/rida-abbasi613,6,0.1
INT-10462,Hamza Baloch,hamza.baloch462@gmail.com,03221643986,22,Female,Mardan,Khyber Pakhtunkhwa,BS Information Technology,University of Karachi,3.28,"Git, Python, Data Visualization, Power BI",12,Data Analytics,LinkedIn,31000,2025-04-07 10:16:00,Not Provided,4,1.0
INT-10443,Zara Ali,zara.ali443@outlook.com,03319494820,33,Prefer not to say,Sukkur,Sindh,BS Software Engineering,LUMS,3.14,"Excel, Power BI, Html, Css, Pandas, Communication",7,Finance,University Portal,32000,2025-04-17 09:01:00,https://www.linkedin.com/in/zara-ali443,6,0.6
INT-10553,Ali Soomro,ali.soomro553@yahoo.com,03369082734,28,Male,Larkana,Sindh,BBA,NED University,2.64,"SQL, Pandas, Excel, Statistics",2,Data Analytics,Indeed,19000,2025-04-28 13:00:00,https://www.linkedin.com/in/ali-soomro553,4,0.2
INT-10702,Hussain Ansari,hussain.ansari702@outlook.com,03308217038,25,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,LUMS,3.0,"Data Visualization, Power BI",11,Data Analytics,Indeed,41000,2025-03-12 08:23:00,https://www.linkedin.com/in/hussain-ansari702,2,0.9
INT-10308,Sana Rajput,sana.rajput308@yahoo.com,03314370002,30,Male,Sukkur,Sindh,BS Data Science,COMSATS University,2.73,"SQL, Html, Css, Communication",19,Data Analytics,LinkedIn,28000,2025-04-20 04:34:00,https://www.linkedin.com/in/sana-rajput308,4,1.6
INT-10174,Farhan Shaikh,farhan.shaikh174@gmail.com,03267514938,25,Female,Larkana,Sindh,BBA,FAST NUCES,3.03,"Pandas, Python, Communication, Data Visualization, Machine Learning",10,Data Analytics,University Portal,25000,2025-03-10 00:21:00,https://www.linkedin.com/in/farhan-shaikh174,5,0.8
INT-10719,Sajid Ali,sajid.ali719@icloud.com,03270271713,29,Male,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,LUMS,2.74,"Communication, Pandas, Python, Machine Learning, Git",11,Software Development,Direct,32000,2025-03-19 16:34:00,https://www.linkedin.com/in/sajid-ali719,5,0.9
INT-10857,Rida Chandio,rida.chandio857@yahoo.com,03489096576,27,Male,Hyderabad,Sindh,BS Statistics,Bahria University,2.69,"Html, Css, Communication, Statistics",22,Software Development,Referral,28000,2025-04-01 22:00:00,https://www.linkedin.com/in/rida-chandio857,4,1.8
INT-10445,Sidra Abbasi,sidra.abbasi445@outlook.com,03148687596,26,Male,Sukkur,Sindh,BS Economics,NUST,3.0,"Html, Css, Communication",8,Software Development,University Portal,23000,2025-03-22 07:55:00,https://www.linkedin.com/in/sidra-abbasi445,3,0.7
INT-10494,Sana Syed,sana.syed494@gmail.com,03119002215,28,Female,Rawalpindi,Punjab,BS Computer Science,University of Sindh,3.29,"Statistics, Pandas, Data Visualization, Power BI",3,Business Intelligence,Indeed,42000,2025-04-09 08:38:00,https://www.linkedin.com/in/sana-syed494,4,0.2
INT-10270,Talha Siddiqui,talha.siddiqui270@outlook.com,03000475475,29,Male,Hyderabad,Sindh,BS Computer Science,Not Provided,3.01,"Tableau, Excel, SQL, Communication",9,Marketing,Indeed,33000,2025-04-21 21:51:00,https://www.linkedin.com/in/talha-siddiqui270,4,0.8
INT-10531,Nimra Ansari,nimra.ansari531@gmail.com,03126266920,24,Female,Mardan,Khyber Pakhtunkhwa,BS Computer Science,IBA Karachi,2.99,"Statistics, Python, SQL, Excel, Html, Css, Data Visualization",34,Software Development,Internee.pk,53000,2025-03-22 22:33:00,https://www.linkedin.com/in/nimra-ansari531,7,2.8
INT-10848,Eman Ali,eman.ali848@yahoo.com,03345014837,22,Male,Faisalabad,Punjab,BS Information Technology,Mehran University,3.48,Not Specified,12,Data Analytics,University Portal,28000,2025-04-28 10:34:00,https://www.linkedin.com/in/eman-ali848,0,1.0
INT-10470,Mariam Soomro,mariam.soomro470@outlook.com,03271705995,20,Female,Multan,Punjab,BS Data Science,Punjab University,3.41,Not Specified,15,Software Development,Indeed,44000,2025-04-08 08:51:00,https://www.linkedin.com/in/mariam-soomro470,0,1.2
INT-10449,Iqra Ahmed,iqra.ahmed449@yahoo.com,03000212930,25,Female,Multan,Punjab,BS Data Science,COMSATS University,3.31,"Tableau, Communication, Python, Excel",2,Data Analytics,Internee.pk,26000,2025-03-26 05:04:00,https://www.linkedin.com/in/iqra-ahmed449,4,0.2
INT-10513,Hamza Rind,hamza.rind513@outlook.com,03138942137,22,Prefer not to say,Islamabad,Islamabad Capital Territory,BS Computer Science,Mehran University,3.27,"Communication, Html, Css, Tableau, Power BI, Pandas",8,Product,Indeed,29000,2025-04-11 15:54:00,https://www.linkedin.com/in/hamza-rind513,6,0.7
INT-10828,Zara Ansari,zara.ansari828@outlook.com,03165322647,26,Male,Faisalabad,Punjab,BS Information Technology,NUST,3.51,"Html, Css, Pandas, Communication, Power BI",3,Software Development,University Portal,57000,2025-04-16 22:42:00,https://www.linkedin.com/in/zara-ansari828,5,0.2
INT-10326,Farhan Abbasi,farhan.abbasi326@yahoo.com,03468974730,25,Female,Karachi,Sindh,BS Statistics,NUST,3.24,"SQL, Statistics",14,Data Analytics,Referral,10000,2025-04-11 08:50:00,https://www.linkedin.com/in/farhan-abbasi326,2,1.2
INT-10284,Sana Qureshi,sana.qureshi284@yahoo.com,Not Provided,26,Female,Islamabad,Islamabad Capital Territory,BS Statistics,University of Sindh,3.09,Not Specified,3,Product,LinkedIn,20000,2025-03-28 11:09:00,https://www.linkedin.com/in/sana-qureshi284,0,0.2
INT-10238,Saad Rind,saad.rind238@outlook.com,03361758590,27,Male,Khairpur,Sindh,BS Statistics,Mehran University,2.76,"Statistics, SQL, Python",8,Data Analytics,Internee.pk,47000,2025-03-04 02:09:00,https://www.linkedin.com/in/saad-rind238,3,0.7
INT-10206,Iqra Jatoi,iqra.jatoi206@outlook.com,03242218225,24,Male,Sukkur,Sindh,BS Information Technology,NED University,2.79,"Git, Power BI, SQL, Excel, Data Visualization",5,Data Analytics,University Portal,32000,2025-04-01 18:28:00,https://www.linkedin.com/in/iqra-jatoi206,5,0.4
INT-10520,Sana Rind,sana.rind520@outlook.com,03071863085,22,Male,Khairpur,Sindh,BS Data Science,FAST NUCES,3.76,"Pandas, Machine Learning, SQL, Data Visualization, Tableau, Html, Css",5,Data Analytics,Referral,54000,2025-03-01 18:55:00,Not Provided,7,0.4
INT-10046,Shayan Rind,shayan.rind46@gmail.com,03432541468,27,Female,Nawabshah,Sindh,BS Computer Science,IBA Karachi,2.57,"Statistics, Python, Power BI, Tableau, Excel",6,Data Analytics,University Portal,22000,2025-03-26 23:11:00,https://www.linkedin.com/in/shayan-rind46,5,0.5
INT-10599,Noor Qureshi,noor.qureshi599@yahoo.com,Not Provided,25,Female,Hyderabad,Sindh,BS Economics,Shah Abdul Latif University,2.96,"Power BI, Machine Learning, Data Visualization",8,Business Intelligence,Indeed,31000,2025-03-23 22:57:00,https://www.linkedin.com/in/noor-qureshi599,3,0.7
INT-10105,Yasir Ali,yasir.ali105@yahoo.com,03027472074,28,Male,Khairpur,Sindh,BS Software Engineering,Punjab University,3.32,"Git, Tableau",7,Marketing,Direct,23000,2025-04-30 03:57:00,https://www.linkedin.com/in/yasir-ali105,2,0.6
INT-10560,Mariam Shaikh,mariam.shaikh560@yahoo.com,03453049498,28,Male,Larkana,Sindh,BS Software Engineering,Shah Abdul Latif University,3.41,"Excel, Data Visualization",10,Marketing,Indeed,30000,2025-04-22 23:09:00,https://www.linkedin.com/in/mariam-shaikh560,2,0.8
INT-10066,Areeba Malik,areeba.malik66@outlook.com,03309876582,24,Male,Khairpur,Sindh,BS Information Technology,COMSATS University,3.9,"Excel, SQL, Git",28,Software Development,Internee.pk,34000,2025-03-22 00:18:00,https://www.linkedin.com/in/areeba-malik66,3,2.3
INT-10453,Iqra Rind,iqra.rind453@yahoo.com,03292063240,21,Female,Karachi,Sindh,BS Statistics,NED University,2.73,"Machine Learning, Html, Css, SQL, Python, Statistics, Communication",15,Data Analytics,Referral,35000,2025-03-28 22:48:00,https://www.linkedin.com/in/iqra-rind453,7,1.2
INT-10055,Iqra Rajput,iqra.rajput55@yahoo.com,03336365669,25,Male,Islamabad,Islamabad Capital Territory,BBA,FAST NUCES,3.09,"Html, Css, Data Visualization, Excel, Git",18,Product,Referral,59000,2025-03-30 15:05:00,https://www.linkedin.com/in/iqra-rajput55,5,1.5
INT-10398,Eman Malik,eman.malik398@outlook.com,03315117167,27,Female,Karachi,Sindh,BS Economics,NED University,3.13,"Statistics, Data Visualization, Power BI, Communication",25,Software Development,LinkedIn,52000,2025-04-03 11:51:00,https://www.linkedin.com/in/eman-malik398,4,2.1
INT-10318,Iqra Shaikh,iqra.shaikh318@icloud.com,03105837704,29,Female,Rawalpindi,Punjab,BS Information Technology,LUMS,2.93,"Pandas, Communication, Git, Power BI, Tableau",16,Data Analytics,Internee.pk,24000,2025-04-24 04:29:00,https://www.linkedin.com/in/iqra-shaikh318,5,1.3
INT-10342,Ahsan Abbasi,ahsan.abbasi342@yahoo.com,03170825410,30,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,FAST NUCES,3.27,Not Specified,13,Product,Referral,10000,2025-03-26 14:10:00,https://www.linkedin.com/in/ahsan-abbasi342,0,1.1
INT-10858,Sidra Malik,sidra.malik858@icloud.com,03366248437,25,Male,Gujranwala,Punjab,BS Computer Science,Bahria University,3.36,"SQL, Pandas",17,Human Resources,Direct,47000,2025-03-22 22:23:00,https://www.linkedin.com/in/sidra-malik858,2,1.4
INT-10731,Sidra Jatoi,sidra.jatoi731@yahoo.com,03129958571,31,Male,Lahore,Punjab,BS Data Science,Mehran University,2.9,"Tableau, Pandas, Data Visualization, Power BI, Python, Statistics",9,Data Analytics,Internee.pk,16000,2025-04-29 08:55:00,https://www.linkedin.com/in/sidra-jatoi731,6,0.8
INT-10278,Sidra Ansari,sidra.ansari278@yahoo.com,03430736607,27,Male,Quetta,Balochistan,BS Statistics,Shah Abdul Latif University,3.12,"Communication, Machine Learning, Html, Css, Data Visualization, Excel",18,Finance,LinkedIn,23000,2025-03-23 11:49:00,https://www.linkedin.com/in/sidra-ansari278,6,1.5
INT-10635,Ali Mirza,ali.mirza635@gmail.com,03485536563,22,Prefer not to say,Larkana,Sindh,BS Software Engineering,Shah Abdul Latif University,3.24,Not Specified,4,Data Analytics,Internee.pk,24000,2025-04-08 10:38:00,https://www.linkedin.com/in/ali-mirza635,0,0.3
INT-10830,Rida Baloch,rida.baloch830@yahoo.com,03023717876,25,Male,Hyderabad,Sindh,BS Software Engineering,Shah Abdul Latif University,3.79,"Excel, Pandas",15,Data Analytics,Direct,31000,2025-03-18 18:35:00,https://www.linkedin.com/in/rida-baloch830,2,1.2
INT-10737,Nimra Baloch,nimra.baloch737@yahoo.com,03439081181,21,Female,Nawabshah,Sindh,BS Information Technology,Shah Abdul Latif University,2.9,"Git, Html, Css, Pandas, Tableau, Communication",5,Product,LinkedIn,48000,2025-03-26 14:35:00,https://www.linkedin.com/in/nimra-baloch737,6,0.4
INT-10094,Zain Ali,zain.ali94@yahoo.com,03367334182,24,Male,Khairpur,Sindh,BS Information Technology,COMSATS University,3.28,"Python, Data Visualization, Statistics, Html, Css, Power BI",26,Business Intelligence,Referral,20000,2025-04-29 06:28:00,Not Provided,6,2.2
INT-10027,Laiba Ansari,laiba.ansari27@yahoo.com,03051648194,27,Female,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,LUMS,2.92,"Tableau, Power BI, Machine Learning",5,Software Development,Indeed,21000,2025-04-10 21:38:00,https://www.linkedin.com/in/laiba-ansari27,3,0.4
INT-10720,Noor Shah,noor.shah720@outlook.com,03263907126,22,Male,Khairpur,Sindh,BBA,COMSATS University,3.16,"Excel, Machine Learning, Pandas",15,Business Intelligence,Indeed,40000,2025-04-15 02:57:00,https://www.linkedin.com/in/noor-shah720,3,1.2
INT-10210,Yasir Chandio,yasir.chandio210@outlook.com,03424427507,24,Female,Faisalabad,Punjab,BS Computer Science,Mehran University,2.98,"Statistics, Pandas, Html, Css, Machine Learning, SQL",3,Human Resources,Indeed,30000,2025-03-18 09:16:00,https://www.linkedin.com/in/yasir-chandio210,6,0.2
INT-10829,Ali Memon,ali.memon829@icloud.com,03176217237,29,Male,Faisalabad,Punjab,BS Information Technology,Not Provided,2.65,"Power BI, Pandas, Python, Statistics, Git, Data Visualization",17,Data Analytics,LinkedIn,43000,2025-03-04 08:21:00,https://www.linkedin.com/in/ali-memon829,6,1.4
INT-10770,Nimra Rajput,nimra.rajput770@gmail.com,03129994723,25,Male,Khairpur,Sindh,BBA,Bahria University,3.7,"Statistics, SQL, Python, Excel, Machine Learning",6,Marketing,Internee.pk,42000,2025-03-12 14:48:00,https://www.linkedin.com/in/nimra-rajput770,5,0.5
INT-10422,Bilal Siddiqui,bilal.siddiqui422@yahoo.com,03185768367,26,Male,Hyderabad,Sindh,BS Statistics,University of Sindh,3.46,"Excel, Communication, Tableau, Machine Learning",5,Data Analytics,Direct,19000,2025-03-13 01:09:00,https://www.linkedin.com/in/bilal-siddiqui422,4,0.4
INT-10486,Hussain Syed,hussain.syed486@yahoo.com,Not Provided,25,Male,Larkana,Sindh,BS Information Technology,University of Karachi,3.09,"SQL, Data Visualization, Python",49,Software Development,Referral,28000,2025-04-16 07:56:00,Not Provided,3,4.1
INT-10192,Mariam Mirza,mariam.mirza192@yahoo.com,03425507584,24,Female,Islamabad,Islamabad Capital Territory,BS Computer Science,FAST NUCES,3.81,"Statistics, Html, Css, Communication, Pandas",23,Product,University Portal,30000,2025-03-29 20:59:00,https://www.linkedin.com/in/mariam-mirza192,5,1.9
INT-10394,Hamza Syed,hamza.syed394@outlook.com,03448376134,26,Male,Larkana,Sindh,BS Information Technology,IBA Karachi,3.48,"Statistics, Data Visualization",4,Human Resources,Indeed,18000,2025-03-05 01:53:00,https://www.linkedin.com/in/hamza-syed394,2,0.3
INT-10113,Laiba Rajput,laiba.rajput113@gmail.com,03416622099,30,Male,Sukkur,Sindh,BS Statistics,Mehran University,2.96,"Excel, Communication",10,Data Analytics,Indeed,23000,2025-04-20 06:10:00,https://www.linkedin.com/in/laiba-rajput113,2,0.8
INT-10151,Ahsan Rajput,ahsan.rajput151@yahoo.com,03149976126,22,Female,Abbottabad,Khyber Pakhtunkhwa,BS Software Engineering,Bahria University,3.37,"Tableau, Excel, Html, Css, SQL, Power BI",4,Data Analytics,Indeed,38000,2025-03-21 23:24:00,https://www.linkedin.com/in/ahsan-rajput151,6,0.3
INT-10467,Saad Syed,saad.syed467@gmail.com,03278227896,18,Male,Islamabad,Islamabad Capital Territory,BS Data Science,University of Karachi,3.12,"SQL, Data Visualization, Communication",8,Product,Indeed,41000,2025-04-27 23:33:00,https://www.linkedin.com/in/saad-syed467,3,0.7
INT-10656,Ahsan Siddiqui,ahsan.siddiqui656@outlook.com,03151678047,18,Female,Khairpur,Sindh,BS Data Science,FAST NUCES,2.73,"Git, Machine Learning, Communication, SQL, Pandas, Excel",6,Data Analytics,Direct,25000,2025-04-08 18:37:00,https://www.linkedin.com/in/ahsan-siddiqui656,6,0.5
INT-10598,Eman Rind,eman.rind598@gmail.com,03362325708,25,Female,Sukkur,Sindh,BS Computer Science,Punjab University,3.02,"Data Visualization, SQL, Excel, Tableau, Machine Learning",9,Business Intelligence,Direct,34000,2025-04-26 18:54:00,https://www.linkedin.com/in/eman-rind598,5,0.8
INT-10765,Zain Baloch,zain.baloch765@gmail.com,03168499786,18,Male,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,University of Karachi,2.51,"Excel, Data Visualization, Pandas, Tableau, SQL, Html, Css",4,Data Analytics,Referral,10000,2025-04-16 22:35:00,https://www.linkedin.com/in/zain-baloch765,7,0.3
INT-10005,Sajid Rind,sajid.rind5@outlook.com,03125959629,22,Male,Larkana,Sindh,BS Computer Science,FAST NUCES,3.19,"Excel, SQL, Data Visualization, Html, Css, Tableau",4,Data Analytics,LinkedIn,49000,2025-04-05 02:15:00,https://www.linkedin.com/in/sajid-rind5,6,0.3
INT-10214,Sana Ali,sana.ali214@outlook.com,03351800649,25,Male,Islamabad,Islamabad Capital Territory,BBA,COMSATS University,2.95,"Excel, Statistics",21,Data Analytics,University Portal,26000,2025-04-05 14:08:00,https://www.linkedin.com/in/sana-ali214,2,1.8
INT-10799,Saad Shah,saad.shah799@yahoo.com,03420776202,25,Male,Multan,Punjab,BS Statistics,Shah Abdul Latif University,3.75,"Pandas, Html, Css, Python, Git, Machine Learning",12,Software Development,Indeed,23000,2025-03-25 13:48:00,https://www.linkedin.com/in/saad-shah799,6,1.0
INT-10154,Sidra Khan,sidra.khan154@yahoo.com,03396392533,23,Female,Khairpur,Sindh,BBA,Shah Abdul Latif University,3.34,"Tableau, Pandas",12,Marketing,Referral,38000,2025-04-15 01:22:00,https://www.linkedin.com/in/sidra-khan154,2,1.0
